year,BIOMASS,COAL_CONV,LI_BATTERY,NATGAS_CONV,NUCLEAR_CONV,SOLAR_FARM,WIND_FARM,RENEWABLE,PENETRATION
2030,8789.582483016025,0.0,29482.33538461473,0.0,97455.83515704799,54069.657586558504,41237.690647713054,95307.34823427156,0.4077319710557072
2030,8851.674115199972,0.0,27058.851347614338,0.0,94526.02113132755,44954.22263582904,52793.17427493982,97747.39691076886,0.41817068197120366
2030,9774.91163040006,0.0,26543.2668641921,0.0,96133.1833448479,47535.13532106466,47590.87633744358,95126.01165850824,0.4069561996085914
2030,17301.965615999972,0.0,22248.49066063633,0.0,100085.96215872827,35294.06636244143,47594.21065584741,82888.27701828885,0.3546022546236956
2030,19709.26845720005,0.0,25625.117921258457,0.0,100365.58743804874,47146.07522382396,33651.14930162354,80797.2245254475,0.34565657550993584
2030,14828.97358080009,0.0,24206.310952400076,0.0,97221.93620736839,41793.71157495325,46777.08123635772,88570.79281131097,0.3789124826152341
2030,16178.771116800086,0.0,22231.14777064785,0.0,96600.66177070903,33420.62063680686,54073.09090220322,87493.71153901008,0.3743046482952303
2030,15408.794121359997,0.0,24773.356926687105,0.0,98529.61902756835,43437.725116407666,43345.63134030167,86783.35645670933,0.37126569607148374
2030,19569.4718407201,0.0,20029.016464747758,0.0,99548.14273392844,32002.266810465786,48764.651631673514,80766.9184421393,0.34552692381663874
2030,7901.559992879968,0.0,29835.66441107888,0.0,96650.73677064803,53939.17914657059,43123.641778016994,97062.82092458758,0.41524201465064203
2030,12611.660390399868,0.0,28494.174372906673,0.0,97901.51317224791,52714.07205342375,38151.13880868035,90865.2108621041,0.3887281748111405
2030,16849.915326000002,0.0,25870.112315094837,0.0,99623.73150036875,47277.9146542371,37163.75310913098,84441.66776336808,0.3612477765277779
2030,14774.992598400044,0.0,25307.104566557373,0.0,98279.60686272795,43763.80036440468,43997.5607044837,87761.36106888838,0.37544967302198234
2030,15036.791296800116,0.0,25105.75094456973,0.0,98309.89630668826,46145.74183825055,41287.99788776851,87433.73972601906,0.37404808438938636
2030,19687.729763999992,0.0,21123.514593812597,0.0,99760.74768600895,34332.56647273677,46296.635689033355,80629.20216177012,0.3449377632589096
2030,11425.137209519964,0.0,30026.852560714047,0.0,98562.80146104848,56273.43210380121,35387.486490278534,91660.91859407975,0.3921322720602342
2030,12834.683618400013,0.0,26271.435594192353,0.0,98037.24719304848,46842.840775391705,43271.364830552004,90114.20560594372,0.385515318100294
2030,10169.960707199985,0.0,26657.827270320588,0.0,95126.39853204782,45043.15763638523,50714.806150009266,95757.9637863945,0.40965973812361284
2030,8655.83045711996,0.0,29333.316029338657,0.0,96849.37164024821,52901.22518910052,43120.04083156364,96021.26602066416,0.41078616479428515
2030,16039.940414399978,0.0,22436.945840569013,0.0,98556.4526820085,36639.738453199454,49073.33021676794,85713.0686699674,0.3666869247913044
2030,9133.507675200024,0.0,26902.20968568572,0.0,98488.81078020824,46638.282520675915,46836.848531135896,93475.13105181181,0.39989360877780455
2030,12950.279270399968,0.0,25897.1396893343,0.0,98036.39600592807,44575.94757266812,45357.461335282314,89933.40890795043,0.384741856290697
2030,8207.15509679998,0.0,29610.15827430038,0.0,95879.99801856773,53049.94449486548,44438.225201151094,97488.16969601657,0.41706168853910836
2030,8363.136652800042,0.0,28503.257076863265,0.0,94496.58690012725,50754.32520548126,47765.938428894115,98520.26363437538,0.42147706367647225
2030,11714.219025599954,0.0,27274.43112247763,0.0,97375.86747912796,50822.171567655314,41250.877529083366,92073.04909673869,0.3938953972052992
2030,18052.065746399978,0.0,21367.147934706063,0.0,99334.5226442486,33827.80479012624,48906.28079909303,82734.08558921926,0.35394261214639255
2030,9555.938659200057,0.0,30243.52949723584,0.0,97257.49560600806,56559.00035677147,38314.659553353275,94873.65991012474,0.40587661993636254
2030,10174.697824800009,0.0,27134.853163275115,0.0,94804.01492016761,48176.053738225135,47983.73775143684,96159.79148966198,0.4113787871215486
2030,15321.494505600012,0.0,22473.12852279308,0.0,97428.51937140823,33747.460633155024,53818.37238761426,87565.83302076929,0.37461318939366545
2030,14028.101905679949,0.0,24660.57578601338,0.0,99003.18983472856,43131.777773373455,44538.79758201391,87670.57535538737,0.37506128494283364
2030,19171.678115999992,0.0,25844.334071053345,0.0,100663.15907004933,48570.281939943525,32505.646501183037,81075.92844112657,0.34684889172674466
2030,9845.450877599971,0.0,28385.536764215867,0.0,98333.32962972812,51672.118122682485,41508.31440126911,93180.4325239516,0.3986328664126272
2030,9300.746709119938,0.0,28864.82066148673,0.0,97468.30803792788,51944.02169055894,42730.71626456032,94674.73795511926,0.40502561692029626
2030,7738.030235999974,0.0,28833.29796075972,0.0,94503.49049460741,50352.54308548358,48844.16581077202,99196.7088962556,0.4243709471497566
2030,7751.676347040028,0.0,27501.26736960194,0.0,92494.72073460689,45588.181173973455,55368.587259085565,100956.76843305901,0.43190061361736476
2030,8108.394573599972,0.0,27482.696859632146,0.0,93210.162673087,48740.96753460642,51140.36358097081,99881.33111557722,0.4272998122591539
2030,17288.324872799927,0.0,22232.73929606208,0.0,99265.45903800873,36283.932295565544,47435.70904582821,83719.64134139376,0.35815889343911766
2030,23613.773896800067,0.0,19273.793773254998,0.0,101067.28106844913,30651.298547942522,44418.90497038378,75070.2035183263,0.32115595088054033
2030,15056.441583600032,0.0,22560.92979825919,0.0,98813.3006362884,37276.23336352562,49185.36554030594,86461.59890383156,0.3698891931714719
2030,15469.855310399977,0.0,20798.202116326123,0.0,96569.98801992799,27860.644591870547,60119.783675138155,87980.4282670087,0.3763868588962939
2030,16316.231301120015,0.0,21105.950610320477,0.0,98017.99478676813,33892.382195239545,51847.97194287557,85740.35413811512,0.36680365406680265
2030,15870.146315999937,0.0,23267.582486870335,0.0,99294.9796771284,40672.47868921034,44618.44002623493,85290.91871544527,0.3648809356810493
2030,10959.329331119994,0.0,24273.178052937703,0.0,98466.62152428832,40432.566143121585,50774.985806095894,91207.55194921748,0.3901927356116256
2030,13640.739504000061,0.0,25253.279600221787,0.0,98786.53361472866,43910.1969986983,44468.99157612725,88379.18857482556,0.3780927853468473
2030,11123.562074639924,0.0,29519.984437551168,0.0,97081.5072139281,55681.89471411345,37672.44579034204,93354.3405044555,0.39937685777307164
2030,9127.814911200037,0.0,27222.380925698424,0.0,95745.33951036725,47890.41387735949,48390.38215713645,96280.79603449594,0.41189645362351207
2030,5065.637852879997,0.0,29068.9066469985,0.0,90220.5019207266,51461.54724818145,54732.12073903647,106193.66798721792,0.4543044619774029
2030,13376.093311655939,0.0,23488.4717123254,0.0,97348.96180116806,36987.102124908415,52782.86799270142,89769.97011760983,0.3840426529095608
2030,23281.243293600033,0.0,21031.973995146986,0.0,100650.65252520892,35755.15341234325,40374.476335725354,76129.6297480686,0.3256882556067106
2030,12212.723352720004,0.0,24352.397259145528,0.0,97035.34081860827,40765.775070924064,50633.64337743773,91399.4184483618,0.39101355485930184
2030,12296.924486640013,0.0,25117.51492757789,0.0,97026.17900820822,40444.65623526413,51014.743753161325,91459.39998842546,0.3912701603782907
2030,16584.727665599956,0.0,27337.501624358978,0.0,99513.03972996851,52600.27405091879,32476.224263581764,85076.49831450055,0.36396362915294356
2030,17376.66244559994,0.0,25223.863095745797,0.0,100069.77820836872,46678.933372208085,36675.896559766865,83354.82993197495,0.3565982029175399
2030,16964.17967760014,0.0,28727.623657939555,0.0,100663.40287164881,55837.48749926591,27954.511257819093,83791.998757085,0.3584684438805776
2030,11689.691176799974,0.0,26134.220994300107,0.0,97865.69342268817,45071.836451508054,46334.70096463521,91406.53741614326,0.39104401033644176
2030,9039.631283664023,0.0,29884.78180630498,0.0,96952.05760827246,55709.73286928725,39922.363913531066,95632.09678281832,0.4091212696591158
2030,6895.815271200019,0.0,28487.76344820066,0.0,93954.35774160741,49370.09990922386,51156.98032459363,100527.08023381748,0.4300623753318395
2030,11683.067080800012,0.0,23390.146552764403,0.0,95405.60610336757,38827.31837979996,54561.68197393138,93389.00035373133,0.3995251352031287
2030,15675.344523839922,0.0,23863.59644822091,0.0,99204.44037072841,40947.056421374415,44734.382292804425,85681.43871417883,0.3665516094724228
2030,12345.173364240067,0.0,27621.126743631106,0.0,99116.2513851684,49782.62900808991,39980.26334527364,89762.89235336355,0.3840123737042291
2030,10616.913245519941,0.0,26940.33365624797,0.0,97184.62718904813,49203.01864913755,44099.61825960698,93302.63690874452,0.39915566591976265
2030,12545.838595199964,0.0,23723.16048806293,0.0,96353.17822896797,37797.82248534018,53839.60146381091,91637.4239491511,0.3920317602102721
2030,8358.97825056003,0.0,29095.48405861232,0.0,95612.36454972773,53574.74726378799,43938.40771988541,97513.15498367339,0.4171685774702605
2030,18509.997778799978,0.0,22552.553484731012,0.0,100776.5873204491,39736.54122818123,41306.73675590581,81043.27798408704,0.3467092106271103
2030,6665.554763999975,0.0,29025.31263601313,0.0,97669.14335352814,52402.42663451287,44734.98981923207,97137.41645374494,0.4155611399090693
2030,13230.870882936006,0.0,25168.71649170871,0.0,98403.82188024862,42379.909067502194,46776.93710287325,89156.84617037544,0.38141966276096445
2030,9207.156664799973,0.0,29482.595498026614,0.0,96844.28022276818,53566.67958195403,41934.695223194896,95501.37480514892,0.408562031251974
2030,9317.787806400005,0.0,27928.834633499973,0.0,95492.62255704768,49490.12740643202,46978.080807890576,96468.2082143226,0.41269821695966885
2030,8306.123354015965,0.0,26438.151870482438,0.0,93602.13663300763,45712.98717206358,53394.30976717745,99107.29693924103,0.42398843610370496
2030,17971.74534480006,0.0,21976.085045817825,0.0,99893.90063556888,36040.3750576531,46322.11220353311,82362.48726118621,0.3523528866788715
2030,15769.958249520101,0.0,22854.870413634584,0.0,100138.206253209,37852.33495587858,46622.71373220884,84475.04868808741,0.36139058262283386
2030,12818.494437599966,0.0,23567.739936964095,0.0,99133.84130112865,40022.66232240553,48534.0154954789,88556.67781788443,0.37885209761661787
2030,11150.950361327998,0.0,24190.834344133968,0.0,97546.14237540784,38261.21641028798,53660.662333417284,91921.87874370527,0.3932486791174557
2030,7618.302189599974,0.0,30145.876325864185,0.0,96822.373340048,57308.27786943021,39920.9077613191,97229.1856307493,0.4159537353187136
2030,15193.065047999931,0.0,22683.989655062833,0.0,99639.61847388865,38441.81721727216,47078.557019329965,85520.37423660213,0.36586256357904656
2030,8915.193547919993,0.0,26405.260046048228,0.0,99359.54064588857,48093.53546616847,44641.482797358825,92735.0182635273,0.3967273508600098
2030,12487.963822319976,0.0,25736.491754015176,0.0,99268.45004540052,45590.64609382758,43544.67454121921,89135.32063504678,0.38132757490929103
2030,14117.551044000036,0.0,22746.685740547553,0.0,99837.35058600883,38161.922139542046,48247.29794133912,86409.22008088118,0.36966511264548096
2030,12399.092429279957,0.0,24241.987826494827,0.0,98564.10556668816,40482.33637285397,49182.46428717295,89664.80066002693,0.3835927300963719
2030,8893.07470800004,0.0,25131.463591195214,0.0,95113.25622586366,43665.894052877265,53112.73987959672,96778.63393247398,0.41402624142234856
2030,14862.879172800047,0.0,23224.77442026022,0.0,98542.96343796852,37339.682235773806,49702.965488128255,87042.64772390206,0.3723749635247147
2030,2093.7152656319927,0.0,26355.137010465496,0.0,91205.01000972677,61361.89466287726,46340.28724319796,107702.18190607522,0.4607579974591453
