BIOMASS,COAL_CONV,LI_BATTERY,NATGAS_CONV,NUCLEAR_CONV,SOLAR_FARM,WIND_FARM,NUCLEAR_ADV,COAL_ADV,NATGAS_ADV
7.4450673,2.2556,34.808785,0.6888,12.42,43.870609,24.278314,1.0268729E-10,0,0
6.010624,2.2556,33.869504,0.6888,12.42,42.013644,26.942978,0,0,0
7.389784,2.2556,36.299702,0.6888,12.42,44.528137,25.565308,0,0,0
4.7302311,2.2556,37.659553,0.6888,12.42,62.676494,19.186343,0,0,0
4.1117031,2.2556,36.61667,0.6888,12.42,49.068564,25.81177,0,0,0
2.7747139,2.2556,37.344549,0.6888,12.42,51.642747,27.679941,0,0,0
5.833588,2.2556,34.529049,0.6888,12.42,38.874387,29.866302,0,0,0
3.3951246,2.2556,22.567526,0.6888,12.42,40.58839,12.53681,6.774175,0,0
6.4078622,2.2556,35.833099,0.6888,12.42,44.775494,25.462975,0,0,0
6.1214112,2.2556,36.280767,0.6888,12.42,45.227332,26.791863,0,0,0
3.8563345,2.2556,27.455529,0.6888,12.42,48.355876,13.005282,4.9312189,0,0
6.7041827,2.2556,31.982289,0.6888,12.42,50.71455,18.33942,1.8871584,0,0
3.6417066,2.2556,26.965225,0.6888,12.42,52.024993,11.566259,4.8454577,0,0
6.3781699,2.2556,35.76759,0.6888,12.42,48.931071,26.527328,0,0,0
4.042101,2.2556,37.826029,0.6888,12.42,65.453074,19.926042,0,0,0
3.1749985,2.2556,36.594458,0.6888,12.42,51.675174,26.363361,0,0,0
5.5990104,2.2556,33.168968,0.6888,12.42,46.419343,26.993153,0,0,0
6.4657021,2.2556,34.910119,0.6888,12.42,47.229756,26.366862,0.01927185,0,0
4.8987921,2.2556,35.984682,0.6888,12.42,56.694802,22.639266,0.50488373,0,0
4.4965405,2.2556,34.88505,0.6888,12.42,59.11538,22.719889,6.0279204E-11,0,0
6.237062,2.2556,31.049865,0.6888,12.42,44.290387,29.192919,0,0,0
3.6937797,2.2556,36.948139,0.6888,12.42,62.759724,21.885829,6.348887E-11,0,0
8.2538088,2.2556,33.639716,0.6888,12.42,46.631414,22.438057,0.44561909,0,0
3.3896696,2.2556,38.200659,0.6888,12.42,59.55056,23.340167,0,0,0
6.7745165,2.2556,35.791754,0.6888,12.42,46.43864,25.995386,0.15410314,0,0
4.3588041,2.2556,38.620414,0.6888,12.42,63.177584,20.203522,0,0,0
4.0557688,2.2556,34.984011,0.6888,12.42,57.490468,24.905116,0,0,0
3.8727399,2.2556,35.67908,0.6888,12.42,50.17159,27.49952,4.2699473E-11,0,0
6.6960371,2.2556,32.865164,0.6888,12.42,41.545041,25.757279,0.92749658,0,0
3.3951256,2.2556,23.604214,0.6888,12.42,40.018922,12.961365,6.4138614,0,0
5.8632293,2.2556,33.869873,0.6888,12.42,43.005943,28.454657,0,0,0
6.2998536,2.2556,37.282277,0.6888,12.42,49.399051,24.428573,0,0,0
3.1711046,2.2556,38.054031,0.6888,12.42,67.192195,20.038968,0,0,0
8.0512475,2.2556,33.8215,0.6888,12.42,42.486392,24.625168,1.2829231E-09,0,0
4.9645375,2.2556,35.712263,0.6888,12.42,59.326752,23.073495,0,0,0
3.9350174,2.2556,30.227897,0.6888,12.42,50.01991,16.219997,3.8436371,0,0
5.6149559,2.2556,31.340093,0.6888,12.42,46.515466,18.2796,2.8918621,0,0
6.2974327,2.2556,37.565676,0.6888,12.42,52.405262,21.484592,0.30483017,0,0
4.642456,2.2556,34.715012,0.6888,12.42,48.978861,27.954833,0,0,0
6.4952601,2.2556,35.844262,0.6888,12.42,42.704515,27.954983,0,0,0
1.6017754,2.2556,33.262879,0.6888,12.42,54.257199,23.861754,0,0,0
