BIOMASS,COAL_CONV,LI_BATTERY,NATGAS_CONV,NUCLEAR_CONV,SOLAR_FARM,WIND_FARM,NUCLEAR_ADV,COAL_ADV,NATGAS_ADV
5.098998,2.2556,65.391628,0.6888,0,91.228277,48.844114,0,0,0
10.509861,2.2556,60.585347,0.6888,0,68.893889,52.370602,0,0,0
12.870568,2.2556,68.742743,0.6888,0,106.30932,36.992877,0,0,0
12.48255,2.2556,62.483678,0.6888,0,77.471126,42.339126,0,0,0
11.430315,2.2556,63.323257,0.6888,0,77.243976,46.609241,0,0,0
10.267226,2.2556,69.090776,0.6888,0,122.06757,32.346486,0,0,0
14.295401,2.2556,63.545593,0.6888,0,95.861137,35.44546,0,0,0
9.808093,2.2556,68.581356,0.6888,0,128.23696,28.454481,0,0,0
11.403223,2.2556,64.025496,0.6888,0,84.594356,46.854782,0,0,0
5.7849492,2.2556,69.633599,0.6888,0,120.02522,36.484609,0,0,0
4.432546,2.2556,67.495732,0.6888,0,93.531108,47.87731,0,0,0
7.7360196,2.2556,65.224179,0.6888,0,97.351125,42.51875,0,0,0
11.716731,2.2556,62.233151,0.6888,0,82.235258,45.900285,0,0,0
7.8471708,2.2556,69.689297,0.6888,0,105.75555,42.271434,0,0,0
7.0555557,2.2556,63.045121,0.6888,0,108.45517,40.871976,0,0,0
11.558419,2.2556,53.43991,0.6888,0,76.901893,50.878222,0,0,0
5.6042733,2.2556,67.756646,0.6888,0,114.34806,38.590319,0,0,0
15.349398,2.2556,60.672864,0.6888,0,81.906662,40.377075,0,0,0
5.6401494,2.2556,68.777681,0.6888,0,105.66542,41.698627,0,0,0
12.569093,2.2556,64.258954,0.6888,0,79.330979,45.795388,0,0,0
7.1603705,2.2556,69.669536,0.6888,0,113.73169,35.33143,0,0,0
6.0192875,2.2556,63.947272,0.6888,0,104.2544,45.411503,0,0,0
6.4478532,2.2556,66.318048,0.6888,0,88.284426,48.859244,0,0,0
12.25458,2.2556,62.190401,0.6888,0,78.984591,48.684285,0,0,0
12.291793,2.2556,70.475278,0.6888,0,100.97165,36.931849,0,0,0
10.521881,2.2556,61.938772,0.6888,0,77.469329,47.802532,0,0,0
11.225764,2.2556,65.871226,0.6888,0,84.695169,43.660409,0,0,0
4.3787674,2.2556,69.964813,0.6888,0,123.60953,36.287345,0,0,0
14.071347,2.2556,63.112121,0.6888,0,71.988203,42.915729,0,0,0
8.2394503,2.2556,63.853301,0.6888,0,107.36781,40.510049,0,0,0
9.3424628,2.2556,72.400186,0.6888,0,115.27855,35.362245,0,0,0
11.407909,2.2556,69.84032,0.6888,0,111.69104,31.288231,0,0,0
9.1800579,2.2556,69.123523,0.6888,0,111.69858,36.631756,0,0,0
8.0019178,2.2556,65.824794,0.6888,0,84.61569,48.503873,0,0,0
10.899996,2.2556,66.676818,0.6888,0,75.999332,49.401868,0,0,0
2.5406566,2.2556,62.00534,0.6888,0,96.356471,42.226306,0,0,0
