year,COAL_CONV,LI_BATTERY,NATGAS_CONV,NUCLEAR_CONV,SOLAR_FARM,WIND_FARM,NUCLEAR_ADV
2035,2.81574,9.3106367,15.903979999999999,12.42,6.182766,3.21062,11.233179
2040,2.4444,9.129013,5.02332,12.42,6.164826,2.3141616,12.665192999999999
2045,2.35704,8.253703100000001,0.6888,12.42,5.967586,0.47543734,14.46901
2050,2.2556,8.7065764,0.6888,12.42,5.938186,0.55085074,15.582582
2025,7.5059,0.59725444,16.3716,12.42,0.2672,6.29482,0.85665973
2030,5.04524,9.5667179,16.3327,12.42,8.655896199999999,5.61546,9.511998799999999
2035,2.81574,9.5506379,15.903979999999999,12.42,8.7656566,3.21062,10.930586
2040,2.4444,9.081483500000001,5.02332,12.42,8.7477166,1.9217083,12.365793
2045,2.35704,9.437968000000001,0.6888,12.42,8.5504766,1.8640192999999998,13.551367
2050,2.2556,9.8711777,0.6888,12.42,9.5083876,2.0888134,14.521079
2025,7.5059,0.75023403,16.3716,12.42,0.2672,6.29482,0.82380274
2030,5.04524,7.805346999999999,16.3327,12.42,3.6414891,5.61546,10.799973
2035,2.81574,7.884602200000001,15.903979999999999,12.42,6.9664687999999995,3.21062,11.699091000000001
2040,2.4444,8.2931464,5.02332,12.42,7.072921999999999,1.91224,12.888566999999998
