year,BIOMASS,COAL_CONV,LI_BATTERY,NATGAS_CONV,NUCLEAR_CONV,SOLAR_FARM,WIND_FARM,NUCLEAR_ADV,COAL_ADV,NATGAS_ADV,RENEWABLE,PENETRATION
2030,7190.46250967995,0.0,29833.666722128954,0.0,96609.85899384775,53894.9355527097,43919.50838115283,,,,97814.44393386252,0.4184575141555616
2030,16608.799130399973,0.0,22044.035672248945,0.0,98257.77286728844,35643.07560158014,49730.477192647944,,,,85373.55279422808,0.3652344504565907
2030,6989.873451743932,0.0,28757.43663243874,0.0,97656.33591780813,49649.69280528364,47128.94011316095,1.811680611689997e-05,,,96778.63291844458,0.4140262370842549
2030,12065.673041903981,0.0,26581.269864331134,0.0,98640.14613636845,46451.31773866627,43883.67619313037,,,,90334.99393179663,0.38645986708790003
2030,8789.582478240018,0.0,29458.152385008118,0.0,97455.83515140809,53732.64539761734,41570.43526701327,0.0,,,95303.08066463062,0.40771371407328605
2030,8851.674122399967,0.0,27058.557281413672,0.0,94526.02117452737,44897.433128713135,52849.911892835575,,,,97747.34502154871,0.4181704599852351
2030,9774.911635200051,0.0,26537.49713725698,0.0,96133.18334244787,47606.96431902896,47518.02918086346,7.403515430000032e-07,,,95124.99349989241,0.4069518438498071
2030,17301.96559919998,0.0,22248.145890021937,0.0,100085.96217708878,35257.8830907815,47630.333081087185,,,,82888.21617186868,0.3546019943181548
2030,8264.564778614355,0.0,14841.725948249788,0.0,101183.25676368929,32738.620522964648,24830.24502789354,31952.44138055977,,,57568.86555085819,0.24628391679511524
2030,14828.97358080007,0.0,24203.206973502616,0.0,97221.93622740802,41912.8938994401,46657.35110960782,,,,88570.24500904793,0.37891013907614085
2030,16178.771116800079,0.0,22251.641473786498,0.0,96600.6617402479,33540.98071557844,53956.34735344251,,,,87497.32806902094,0.374320120081373
2030,14984.25864935991,0.0,24566.15314400686,0.0,98535.2758171284,43110.36761195071,43102.52719260984,952.7749390820052,,,86212.89480456055,0.3688252184152323
2030,19569.4718407201,0.0,20024.906178565758,0.0,99548.14278036832,31945.72217471071,48820.470939054634,0.0,,,80766.19311376534,0.3455238208075523
2030,7901.559983279965,0.0,29824.23010989934,0.0,96650.736825368,54159.97766870082,42900.825427573065,,,,97060.80309627388,0.4152333822300487
2030,11120.362283999926,-1.140057701e-06,24746.678971039328,-4.818485653e-06,99169.41028200864,47709.39159078537,33598.87835737837,9119.018856637653,-0.00015751554491,0.0004670830421629996,81308.26994816374,0.34784286608840104
2030,15944.975259359953,0.0,24514.165281658137,0.0,99950.92974996867,45616.002909403636,35248.1935413799,3915.928432220048,,,80864.19645078354,0.34594308642046434
2030,14774.992579200076,0.0,25290.136361667162,0.0,98279.60684832858,43650.778110514824,44107.58855974337,,,,87758.3666702582,0.3754368627604629
2030,15036.791296800127,0.0,25100.008765436458,0.0,98309.89626984885,46164.443059186415,41268.2833649483,,,,87432.72642413471,0.37404374940806295
2030,15805.57354080012,0.0,19694.606981361554,0.0,100130.13606684864,32979.70270485072,43166.39061595341,7743.716701128235,,,76146.09332080412,0.3257586880034401
2030,10929.40149696002,0.0,29016.753625078065,-1.546330817e-06,98838.37230504856,54549.82333083421,34498.41158459363,2654.5954073884877,-8.096851091199998e-05,0.00018426003762399995,89048.23491542783,0.3809550156809747
2030,12834.683618400039,0.0,26250.431100274873,0.0,98037.2471970082,46694.37729580521,43416.12163237176,,,,90110.49892817697,0.38549946065530255
2030,10169.960704799978,0.0,26646.28476624701,0.0,95126.3985622877,44665.70247108518,51090.224398609265,1.3062501413900026e-05,,,95755.92686969443,0.4096510240414735
2030,8655.830457119966,0.0,29331.98841077078,0.0,96849.37162188815,52757.80144754111,43263.2302766408,,,,96021.03172418191,0.41078516245639324
2030,16039.940414399973,0.0,22435.37878760647,0.0,98556.45269232818,36629.89946687304,49082.89266880216,,,,85712.7921356752,0.3666857417568993
2030,9133.507675200022,0.0,26866.43515240183,0.0,98488.8107689281,46360.354535659295,47108.4633568289,,,,93468.8178924882,0.3998666006095752
2030,12950.279270399971,0.0,25904.33779968597,0.0,98036.39601636834,44493.619444382086,45441.059730022505,,,,89934.67917440459,0.3847472905856881
2030,8207.155096799981,0.0,29605.764822749472,0.0,95879.99802180809,52782.0237468652,44705.37063887096,,,,97487.39438573616,0.4170583717036841
2030,8363.136652800045,0.0,28484.61902565156,0.0,94496.5869313276,50648.33051310002,47868.64405178472,,,,98516.97456488475,0.4214629927909508
2030,11714.219025599963,0.0,27258.439106808353,0.0,97375.86742812779,50897.173148588096,41173.053815783394,,,,92070.22696437148,0.3938833239117497
2030,18052.065746400003,0.0,21365.320541666657,0.0,99334.52263464838,33474.514154026256,49259.24895772325,,,,82733.7631117495,0.35394123256363424
2030,9493.428177599972,0.0,30111.14301962618,0.0,97293.84124548832,56278.16682339049,38233.04667246454,365.2487563673867,,,94511.21349585503,0.40432604704109104
2030,10174.697824800001,0.0,27111.351885925167,0.0,94804.0148840478,48105.656343609204,48049.98788472666,,,,96155.64422833586,0.4113610448271053
2030,15321.494493600023,0.0,22447.48368632597,0.0,97428.51936888837,33876.22012184069,53685.08734937487,,,,87561.30747121556,0.3745938287538634
2030,14028.101917679944,0.0,24659.283192523068,0.0,99003.18983628847,43073.141472443494,44597.20577596376,0.0,,,87670.34724840726,0.3750603090840952
2030,10844.22232847997,0.0,19538.25843410811,0.0,101079.6279340891,41388.14596797352,25059.06057653206,21426.87215857029,,,66447.20654450558,0.2842661242545693
2030,9845.450877599977,0.0,28363.341186377722,0.0,98333.32960584827,51965.219460967935,41211.2961674213,,,,93176.51562838923,0.3986161096401678
2030,9300.746709119958,0.0,28863.203068826566,0.0,97468.30806024787,51871.82755085356,42802.6249632605,0.0,,,94674.45251411406,0.40502439578230615
2030,7738.030231199975,0.0,28832.75004069383,0.0,94503.49050240777,50563.010494283444,48633.601710952185,,,,99196.61220523564,0.42437053349833426
2030,7751.6763470400265,0.0,27492.407854104626,0.0,92494.72073856679,45621.44132069339,55333.76368138542,,,,100955.20500207882,0.4318939251425832
2030,8108.394573599975,0.0,27470.986455520342,0.0,93210.16269060737,48563.05443394328,51316.210105010585,0.0,,,99879.26453895387,0.4272909712896422
2030,17274.84648479999,0.0,22189.63244584794,0.0,99285.09201156872,36259.27748326237,47382.01079117815,64.5914165359991,,,83641.28827444052,0.35782369315268675
2030,7688.69951568,0.0,16532.557332780474,0.0,101103.02764368872,34704.900927753435,24843.407475873613,30927.475065150564,,,59548.308403627045,0.254752121512843
2030,15056.441559600033,0.0,22553.619601011054,0.0,98813.30061708839,37075.606698697426,49384.70216252581,,,,86460.30886122324,0.36988367427261276
2030,15469.855336799961,0.0,20795.473190855646,0.0,96569.98806300774,27601.553909895585,60378.39278267821,,,,87979.9466925738,0.3763847986848077
2030,16316.231297039993,0.0,21095.620723364194,0.0,98017.99479468832,33228.521526049444,52510.00969647181,0.0,,,85738.53122252125,0.3667958554974171
2030,15870.146315999931,0.0,23265.490380396306,0.0,99294.97964352857,40188.52915651057,45102.020357034926,-5.818582240000001e-08,,,85290.5495135455,0.3648793562076813
2030,10959.329330879988,0.0,24258.55218318976,0.0,98466.6215371286,39731.90347172154,51473.06743164614,,,,91204.97090336768,0.39018169370424677
2030,13640.739494400064,0.0,25243.76889196511,0.0,98786.53363788892,43591.80840121854,44785.7018150276,,,,88377.51021624614,0.37808560520319207
2030,11123.562062639927,0.0,29504.077982217434,0.0,97081.50720744813,55067.78534725358,38283.748134149115,,,,93351.5334814027,0.39936484911830034
2030,9127.814911200026,0.0,27206.482841334964,0.0,95745.33949932753,47265.88366865951,49012.106839336695,,,,96277.9905079962,0.41188445137110674
2030,5065.637864879987,0.0,29046.816764701223,0.0,90220.50193860634,50981.27509810142,55208.49467243982,,,,106189.76977054123,0.4542877851146149
2030,13376.093309255917,0.0,23456.324849750406,0.0,97348.961806688,36777.574883868525,52986.72227420121,,,,89764.29715806973,0.3840183835639347
2030,5967.1659885840045,0.0,15456.193513406479,0.0,100854.77877168878,34109.466526173994,24883.839102683585,33262.31384727025,,,58993.305628857575,0.2523777780913693
2030,12212.72335272001,0.0,24342.732906999627,0.0,97035.34079628812,40477.75402899393,50919.95892993805,,,,91397.71295893198,0.39100625864783733
2030,12296.924477040004,0.0,25108.62333094331,0.0,97026.17900172823,40406.599140063976,51051.23174567135,,,,91457.83088573533,0.39126344763950943
2030,7976.449489920014,0.0,18927.75349797424,0.0,100524.44401949717,41535.673683042965,24520.622879157723,25133.002026660226,,,66056.29656220069,0.28259378208428104
2030,12261.297812400015,0.0,22003.002678513578,0.0,100310.28061320876,42905.3668756097,32430.882239748047,12325.056065960018,,,75336.24911535776,0.32229411386249307
2030,7394.664902399998,0.0,19232.451721488334,0.0,100942.91150844906,41898.641733681136,24277.849698504066,25229.894871270157,,,66176.4914321852,0.2831079847366212
2030,11689.691176799966,0.0,26132.773506388196,0.0,97865.693468768,44842.8567808081,46563.42518979554,,,,91406.28197060364,0.391042917521299
2030,9039.631283664026,0.0,29828.032171364546,0.0,96952.0576147759,55216.48015716678,40405.60197622813,,,,95622.0821333949,0.40907842623912255
2030,6895.815271200019,0.0,28476.242229818865,0.0,93954.35773044727,49060.8701129568,51464.17697874268,,,,100525.04709169948,0.43005367739764483
2030,11683.067083199992,0.0,23368.262783693222,0.0,95405.60617224763,38911.46261952443,54473.675871564505,,,,93385.13849108893,0.3995086138656211
2030,15716.360204400049,0.0,23802.711417769642,0.0,99244.85804112851,40356.17558511748,45128.578299333894,104.50694116600023,,,85484.75388445138,0.3657101770457813
2030,11863.087305599976,0.0,26472.52881310233,0.0,99580.08466356882,47724.47545000205,38852.2380206526,3001.7379905999533,,,86576.71347065465,0.370381661906544
2030,10616.913245519943,0.0,26939.42190371162,0.0,97184.62721724779,48594.61516116832,44707.86083818995,0.0,,,93302.47599935827,0.39915497753736157
2030,12545.838592799966,0.0,23737.822603819368,0.0,96353.17820340794,37159.76734026147,54480.244046691514,,,,91640.01138695297,0.3920428294629004
2030,8358.978248160023,0.0,29053.021555119583,0.0,95612.36459136779,52791.69654929803,44713.965029786814,0.0,,,97505.66157908484,0.41713652012442715
2030,17943.95706287999,0.0,21605.955573847838,0.0,100985.18690844878,38028.950472567885,40346.511388175946,2858.2106501899993,,,78375.46186074383,0.33529609352189876
2030,6665.554766399969,0.0,28975.361898966377,0.0,97669.14336036825,51846.68039787685,45281.9212400422,,,,97128.60163791906,0.4155234294670334
2030,13112.171229600039,0.0,24819.42477820489,0.0,98673.07795404854,41758.38207345123,46315.03525293329,871.2327565999967,,,88073.41732638452,0.3767846730540514
2030,9207.156664799977,0.0,29460.271577583986,0.0,96844.28024424805,53243.34884535964,42254.08644028495,,,,95497.43528564458,0.40854517769259713
2030,9317.787806400005,0.0,27904.251969027526,0.0,95492.62255884746,49112.55815879211,47351.31191544053,,,,96463.87007423263,0.41267965807158347
2030,8306.123354015956,0.0,26419.897246774104,0.0,93602.13660984774,45177.6244186296,53926.45111583765,0.0,,,99104.07553446725,0.423974654692908
2030,16605.722200800024,0.0,20211.323328904968,0.0,100738.4858004088,33791.98644006969,43146.298078502245,5634.212254139938,,,76938.28451857193,0.3291477412559227
2030,6014.956750944019,0.0,14524.891137418223,0.0,101183.2567636891,31762.06864064973,24888.490204943573,35064.44434328948,,,56650.5588455933,0.24235533195975745
2030,12818.49443759997,0.0,23559.631175894294,0.0,99133.84131948873,39724.34387446057,48830.9029992688,,,,88555.24687372937,0.37884597593039304
2030,11150.950361328012,0.0,24191.7671738906,0.0,97546.14238980816,37918.97823063792,54003.06512561728,,,,91922.04335625519,0.3932493833422682
2030,7618.302182399977,0.0,30108.784688889256,0.0,96822.37330980753,56675.76759046055,40546.87246430175,,,,97222.6400547623,0.4159257328545981
2030,15193.065050399913,0.0,22655.20164289562,0.0,99639.61848840845,38031.362832955536,47483.93117148977,7.644604657200052e-06,,,85515.29400444531,0.36584082996554146
2030,8915.193562319995,0.0,26394.90542133725,0.0,99359.54066280842,47471.20378630037,45261.98717959893,,,,92733.1909658993,0.39671953354395423
2030,6605.692746479999,0.0,17976.620297960333,0.0,101102.48902044907,37592.980245693565,28177.020834147497,26044.162365510052,,,65770.00107984107,0.28136898857686016
2030,10081.553024879988,0.0,17699.928115005285,0.0,100962.68506920895,32388.317108876196,37131.67514179309,18909.28696964025,,,69519.99225066928,0.2974117315536654
2030,11972.662511040005,0.0,23724.03132470582,0.0,98956.68311796869,39796.83150023977,48058.07392002247,1752.343546428631,,,87854.90542026225,0.3758498627604802
2030,8893.074708000033,0.0,25121.19118872868,0.0,95113.25623212781,42988.2626665437,53788.5584944647,,,,96776.8211610084,0.4140184862503033
2030,14862.879172800038,0.0,23218.681720417208,0.0,98542.96343544834,36915.70562799353,50125.8669266085,,,,87041.57255460203,0.3723703638699552
2030,2093.715265631992,0.0,26341.23052318432,0.0,91205.01003444636,61190.76731742716,46508.96050699824,,,,107699.72782442541,0.4607474987141194
