,Steam Production (klbs),CWS,TES
2019-08-31 13:00:00,166.26560966666676,17229.566222219997,4128.955703055335
2019-08-31 14:00:00,166.09337008333333,17182.084555564998,4141.219180555001
2019-08-31 15:00:00,164.47250941666664,16688.716222225,4053.255933889167
2019-08-31 16:00:00,164.04378741666662,16502.981722214998,4009.6482691666665
2019-08-31 17:00:00,164.92401316666664,16765.38361111166,3022.336115832501
2019-08-31 18:00:00,166.74524441666665,16300.860111111666,2959.046496388999
2019-08-31 19:00:00,166.99861841666674,17013.868805554994,315.9049143333834
2019-08-31 20:00:00,165.72062558333332,21610.43511111,-4476.515537194217
2019-08-31 21:00:00,163.84513999999993,23005.706388886672,-6181.651232222
2019-08-31 22:00:00,171.4331531666666,22132.043249998333,-6020.489838611331
2019-08-31 23:00:00,163.14539666666667,21255.163611116666,-5946.834788610502
2019-09-01 00:00:00,159.5063543333333,20932.94855555167,-5947.066583055833
2019-09-01 01:00:00,158.37685341666668,20517.712000008338,-5936.131867500497
2019-09-01 02:00:00,158.95320625000005,20072.479805555,-5956.484482222
2019-09-01 03:00:00,162.02107958333335,19848.44591666333,-5830.414611111499
2019-09-01 04:00:00,161.6803006666667,19583.326888888332,-5340.415678610832
2019-09-01 05:00:00,167.16191183333333,18149.514361109992,-1613.251594721883
2019-09-01 06:00:00,170.6732378333333,15724.547305550002,-47.03365768333333
2019-09-01 07:00:00,169.62229200000004,16938.019472218333,0.0
2019-09-01 08:00:00,169.34170849999995,16913.905805555,1850.1334706362836
2019-09-01 09:00:00,169.48966166666668,16380.947916670002,3147.751492777502
2019-09-01 10:00:00,172.87138866666666,16427.964750001673,3082.552987500167
2019-09-01 11:00:00,173.94646674999998,15920.95916666333,3574.3187761108334
2019-09-01 12:00:00,173.20494141666663,15353.032888890006,4211.7123330555005
2019-09-01 13:00:00,172.46614408333335,15587.850138888329,4223.741595556
2019-09-01 14:00:00,171.06622925000005,15973.243861110002,4228.020857500335
2019-09-01 15:00:00,169.82261699999995,16833.735972221664,3660.8996733329996
2019-09-01 16:00:00,170.01104583333338,17219.155888888334,3093.0834480558333
2019-09-01 17:00:00,169.6717336666667,16989.05283333167,3026.175441944166
2019-09-01 18:00:00,170.47146883333335,17487.65086111,247.501717944555
2019-09-01 19:00:00,169.8957628333333,20430.990083338333,-2738.9425634442664
2019-09-01 20:00:00,170.34624133333332,23653.981333323336,-5950.2613919444975
2019-09-01 21:00:00,175.68839291666663,22991.89494444834,-6092.032468333668
2019-09-01 22:00:00,172.32335116666673,21659.938388888328,-5899.569868056002
2019-09-01 23:00:00,163.7392968333333,20372.542527776663,-5826.333972222332
2019-09-02 00:00:00,160.59573200000005,19921.75544444167,-5705.406561666665
2019-09-02 01:00:00,160.68712775,18878.66038888167,-3535.7106052778327
2019-09-02 02:00:00,160.2546169166667,13820.353638884995,-560.19150175025
2019-09-02 03:00:00,158.8194768333333,13822.145972214998,-453.36596502774984
2019-09-02 04:00:00,168.61764250000004,12628.10855555667,-33.233218866678335
2019-09-02 05:00:00,166.120427,14885.133861111664,0.0
2019-09-02 06:00:00,172.57009366666676,15613.204333331667,0.0
2019-09-02 07:00:00,174.22062849999995,15647.557833324994,2625.760833280122
2019-09-02 08:00:00,173.03346074999993,15547.004166668336,4177.692988055835
2019-09-02 09:00:00,169.6931913333333,16495.078416663335,5298.312071111333
2019-09-02 10:00:00,168.03575541666666,17236.264611108334,6541.916232777166
2019-09-02 11:00:00,165.2386980833333,18208.274583335,6600.315753332834
2019-09-02 12:00:00,174.24560708333328,17937.162249999998,6636.827378610833
2019-09-02 13:00:00,190.34855241666656,20447.69480556,6656.905272221667
2019-09-02 14:00:00,175.30707166666673,21768.542388893333,6681.152491388503
2019-09-02 15:00:00,162.7388568333333,21124.25791666832,6620.671253333166
2019-09-02 16:00:00,164.64206348888345,21156.414999998316,5536.012150555329
2019-09-02 17:00:00,164.4262919166667,22130.510166665,3944.619878888833
2019-09-02 18:00:00,169.85119541666668,22641.54663889333,1590.1075578055495
2019-09-02 19:00:00,162.42686041666667,23970.691333338338,0.0
2019-09-02 20:00:00,168.20488683333335,24306.146694446663,0.0
2019-09-02 21:00:00,158.5097371666666,25315.673888893336,-3800.4814135551164
2019-09-02 22:00:00,155.65382258333332,26457.865249998333,-5600.349656111168
2019-09-02 23:00:00,154.85936633333338,25266.826749998338,-5682.698356666997
2019-09-03 00:00:00,153.1535689166667,23064.43416667167,-6263.501865833335
